Process_ID, Interval, Layer, Sv_mean, NASC, Height_mean, Depth_mean, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M, Date_M, Time_M, Lat_M, Lon_M, Noise_Sv_1m, Minimum_Sv_threshold_applied, Maximum_Sv_threshold_applied, Standard_deviation, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean
216, 1, 1, -64.062100, 173.556743, 10.260291, 6.415664, 0.000000, 1000.000000, 0, 258, 45.986062, 20200514, 06:35:17.0170, 33.08120158, 35.09635866, -999.000000, 1, 0, 0.00002375141526, 10.260291, 5.815664, 10.918682, 0.664824
216, 2, 1, -77.222108, 10.284963, 12.586984, 7.551623, 0.000000, 1000.000000, 259, 402, 150.736017, 20200514, 06:36:37.4170, 33.08026082, 35.09639985, -999.000000, 1, 0, 0.00000044907379, 12.586984, 6.951623, 13.243701, 0.662509
216, 3, 1, -72.740619, 23.091535, 10.069847, 6.469635, 0.000000, 1000.000000, 403, 568, 248.647246, 20200514, 06:37:39.4180, 33.07941813, 35.09667522, -999.000000, 1, 0, 0.00000348686123, 10.069847, 5.869635, 10.723413, 0.660385
216, 4, 1, -48.673621, 3945.458390, 6.744780, 4.678177, 0.000000, 1000.000000, 569, 738, 355.783676, 20200514, 06:38:46.6170, 33.07847218, 35.09680322, -999.000000, 1, 0, 0.00013698867006, 6.744780, 4.078177, 7.400585, 0.662184
216, 5, 1, -47.563592, 5126.124412, 6.786666, 4.655452, 0.000000, 1000.000000, 739, 1263, 452.476486, 20200514, 06:41:05.8280, 33.07764658, 35.09664900, -999.000000, 1, 0, 0.00013464756271, 6.786666, 4.055452, 7.442631, 0.662389
216, 6, 1, -55.611705, 695.195330, 5.871993, 4.232110, 0.000000, 1000.000000, 1264, 1411, 545.202207, 20200514, 06:43:46.8210, 33.07731580, 35.09690021, -999.000000, 1, 0, 0.00006110378014, 5.871993, 3.632110, 6.527160, 0.661625
216, 7, 1, -58.836528, 374.602938, 6.648630, 4.586482, 0.000000, 1000.000000, 1412, 1535, 648.664809, 20200514, 06:44:58.0220, 33.07638397, 35.09688870, -999.000000, 1, 0, 0.00002940531090, 6.648630, 3.986482, 7.302765, 0.660385
216, 8, 1, -53.366089, 1451.810076, 7.311843, 4.933241, 0.000000, 1000.000000, 1536, 1656, 750.297132, 20200514, 06:46:02.6200, 33.07547728, 35.09673465, -999.000000, 1, 0, 0.00005550516928, 7.311843, 4.333241, 7.974953, 0.668471
216, 9, 1, -53.569725, 1568.240397, 8.277388, 5.409089, 0.000000, 1000.000000, 1657, 1779, 850.229619, 20200514, 06:47:05.2330, 33.07459860, 35.09651149, -999.000000, 1, 0, 0.00005231953906, 8.277388, 4.809089, 8.945646, 0.674504
216, 10, 1, -50.193272, 3244.817090, 7.870922, 5.199177, 0.000000, 1000.000000, 1780, 1894, 947.024653, 20200514, 06:48:06.0230, 33.07372644, 35.09654820, -999.000000, 1, 0, 0.00007011679823, 7.870922, 4.599177, 8.532692, 0.667829
216, 11, 1, -51.794690, 2079.859069, 7.294762, 4.942946, 0.000000, 1000.000000, 1895, 2013, 1051.327282, 20200514, 06:49:07.2220, 33.07278617, 35.09655734, -999.000000, 1, 0, 0.00005815685653, 7.294762, 4.342946, 7.949396, 0.660385
216, 12, 1, -56.073400, 711.593040, 6.684668, 4.632775, 0.000000, 1000.000000, 2014, 2429, 1166.500069, 20200514, 06:51:25.4210, 33.07186639, 35.09682253, -999.000000, 1, 0, 0.00004616602130, 6.684668, 4.032775, 7.343650, 0.665236
216, 13, 1, -80.580333, 2.643274, 7.009445, 4.804865, 0.000000, 1000.000000, 2430, 2556, 1249.716821, 20200514, 06:53:45.6200, 33.07113553, 35.09679256, -999.000000, 1, 0, 0.00000039479082, 7.009445, 4.204865, 7.666500, 0.663756
216, 14, 1, -73.983872, 12.028799, 6.984216, 4.810268, 0.000000, 1000.000000, 2557, 2683, 1350.357053, 20200514, 06:54:51.6210, 33.07023265, 35.09669850, -999.000000, 1, 0, 0.00000092936533, 6.984216, 4.210268, 7.643917, 0.665682
216, 15, 1, -74.615155, 10.838993, 7.278010, 4.924621, 0.000000, 1000.000000, 2684, 2810, 1450.869850, 20200514, 06:55:57.4220, 33.06934855, 35.09646575, -999.000000, 1, 0, 0.00000089328756, 7.278010, 4.324621, 7.937351, 0.666163
216, 16, 1, -77.216769, 3.782673, 4.623639, 3.577025, 0.000000, 1000.000000, 2811, 2940, 1549.587687, 20200514, 06:57:03.2200, 33.06852913, 35.09605447, -999.000000, 1, 0, 0.00000055756534, 4.623639, 2.977025, 5.281848, 0.664148
216, 17, 1, -60.181891, 239.353828, 5.790787, 4.173894, 0.000000, 1000.000000, 2941, 3072, 1650.009223, 20200514, 06:58:11.0220, 33.06768253, 35.09568612, -999.000000, 1, 0, 0.00001847965290, 5.790787, 3.573894, 6.445597, 0.660385
216, 18, 1, -56.857852, 519.879715, 5.850544, 4.188895, 0.000000, 1000.000000, 3073, 3204, 1749.840932, 20200514, 06:59:19.2220, 33.06679063, 35.09554188, -999.000000, 1, 0, 0.00004701076047, 5.850544, 3.588895, 6.506098, 0.661312
216, 19, 1, -79.946154, 2.389927, 5.476563, 4.025653, 0.000000, 1000.000000, 3205, 3338, 1847.303029, 20200514, 07:00:28.0220, 33.06603009, 35.09516210, -999.000000, 1, 0, 0.00000037163867, 5.476563, 3.425653, 6.135909, 0.665405
216, 20, 1, -83.508567, 1.393570, 7.252601, 4.928741, 0.000000, 1000.000000, 3339, 3483, 1947.722905, 20200514, 07:01:46.8220, 33.06535894, 35.09444877, -999.000000, 1, 0, 0.00000014078206, 7.252601, 4.328741, 7.908882, 0.661651
216, 21, 1, -66.615011, 69.619010, 7.408617, 4.970442, 0.000000, 1000.000000, 3484, 3622, 2052.180438, 20200514, 07:03:00.6210, 33.06444659, 35.09432472, -999.000000, 1, 0, 0.00001150941258, 7.408617, 4.370442, 8.064600, 0.661969
216, 22, 1, -55.957003, 801.287795, 7.328195, 4.944799, 0.000000, 1000.000000, 3623, 3757, 2148.783197, 20200514, 07:04:12.0200, 33.06357593, 35.09429500, -999.000000, 1, 0, 0.00004061151631, 7.328195, 4.344799, 7.984998, 0.663556
216, 23, 1, -50.747676, 2802.005619, 7.722267, 5.121513, 0.000000, 1000.000000, 3758, 4183, 2235.695514, 20200514, 07:06:37.0200, 33.06279317, 35.09430079, -999.000000, 1, 0, 0.00007735882602, 7.722267, 4.521513, 8.377688, 0.661333
216, 24, 1, -71.709639, 26.658032, 9.168539, 5.848545, 0.000000, 1000.000000, 4184, 4313, 2350.669884, 20200514, 07:09:01.6220, 33.06177732, 35.09445808, -999.000000, 1, 0, 0.00000254291604, 9.168539, 5.248545, 9.829510, 0.666970
216, 25, 1, -67.959099, 60.466322, 8.768628, 5.651265, 0.000000, 1000.000000, 4314, 4451, 2451.039119, 20200514, 07:10:11.0210, 33.06106422, 35.09379738, -999.000000, 1, 0, 0.00000649204356, 8.768628, 5.051265, 9.423372, 0.660385
